site_area,water_consumption,recycling_rate,utilisation_rate,air_qality_index,issue_reolution_time,resident_count,structure_type_Industrial,structure_type_Mixed-use,structure_type_Residential
-0.6742808165442369,-0.9492080110715946,0.8692038367196746,-1.0725371068167533,1.18227539563328,1.7193487064797979,-0.341656358586522,-0.33402734477242674,-0.5113039458168535,1.241814636216421
0.8471102624323603,-0.019981910130611413,-1.532948574976464,0.44420303819493506,-0.09440070913902515,-1.3845737003297283,1.639761595317375,-0.33402734477242674,1.9557838506456484,-0.8052731630276276
1.4696031008533192,2.3095797442739974,-0.5892458418101238,0.3952759367429451,0.23339450695116132,0.700874166745422,0.9485692858160155,-0.33402734477242674,-0.5113039458168535,1.241814636216421
-1.2139294588071825,-1.0911664262852612,0.39735247013650454,-0.2407763821329242,-0.008138810167923448,-0.3660991605953525,-0.7932353341274101,-0.33402734477242674,-0.5113039458168535,-0.8052731630276276
-0.974687808220023,-1.0262024057637527,0.011292261113910837,-1.1214642082687432,1.2340325350159411,0.7493729543518209,-0.7932353341274101,2.993766874629085,-0.5113039458168535,-0.8052731630276276
0.25094174802422814,-0.025275274765697284,1.21236846696198,-0.9257558024607835,1.7170991692541107,1.622351131267,0.2665928737746743,-0.33402734477242674,1.9557838506456484,-0.8052731630276276
-0.24225220480431764,-0.43190192173365727,-1.1468883659538702,1.3248908643307542,-0.24967212728700822,0.07038992786223706,-0.24949738398634075,-0.33402734477242674,-0.5113039458168535,1.241814636216421
1.2404266329769462,0.2841459489034131,-0.5034546842495474,1.2759637628787641,1.4238087127523649,1.670849918873399,-0.09282712716603261,-0.33402734477242674,-0.5113039458168535,1.241814636216421
-0.0061075335127847375,-0.7947380067204524,-0.6750369993707002,-1.4639539184326729,-0.8535054200847201,-1.3845737003297283,-0.7932353341274101,2.993766874629085,-0.5113039458168535,-0.8052731630276276
1.0329290201699601,1.957330388557374,-1.1897839447341585,-1.2682455126247132,1.1477706360448394,-0.8995858242657399,-0.7932353341274101,2.993766874629085,-0.5113039458168535,-0.8052731630276276
1.2001659021337998,-0.2986053759228586,1.2552640457422684,0.44420303819493506,0.07812308880317825,-0.7540894614465433,2.6719421108394052,-0.33402734477242674,1.9557838506456484,-0.8052731630276276
-1.6273761947733418,-0.5700106172127158,-1.318470681075023,-0.9257558024607835,1.3202944339870428,-1.5785688507553237,-0.6273491798470838,-0.33402734477242674,-0.5113039458168535,1.241814636216421
-0.16482772241365112,0.23698688215446628,-1.6187397325370403,-1.1214642082687432,-0.9225149392616014,0.02189114025583822,-0.7932353341274101,-0.33402734477242674,-0.5113039458168535,-0.8052731630276276
-1.677702108327275,-1.2061768033566722,-1.2326795235144468,1.1291824585227943,-1.6988720300015168,0.5553778039262255,-0.25871328144635886,-0.33402734477242674,-0.5113039458168535,1.241814636216421
-1.3501965478147555,-0.6287188431654864,-1.2326795235144468,-0.5832660922968538,1.2685372946043818,1.2343608304158094,-0.7932353341274101,-0.33402734477242674,-0.5113039458168535,-0.8052731630276276
0.34462537171693464,0.5141667030462355,-0.41766352668897105,-0.43648478794088397,0.25064688674538166,0.2158862906814336,-0.7932353341274101,-0.33402734477242674,-0.5113039458168535,-0.8052731630276276
-1.1930248485617025,-0.5435437940372866,-1.4900529961961757,-0.7300473966528237,-0.8535054200847201,0.5553778039262255,-0.7932353341274101,-0.33402734477242674,-0.5113039458168535,-0.8052731630276276
1.285332832763533,0.11235220574653533,-0.9324104720524293,1.2759637628787641,-1.1467958765864659,-1.3360749127233293,2.017613391178118,-0.33402734477242674,-0.5113039458168535,1.241814636216421
1.7034250376731321,1.5155750490111168,-0.8037237357115647,-0.09399507777695436,-0.7327387615251777,-0.22060279777615602,2.294090314978662,-0.33402734477242674,1.9557838506456484,-0.8052731630276276
-0.02546365411045137,-0.6123575342934029,-0.3318723691283947,1.1291824585227943,-0.26692450708122856,0.40988144110702895,-0.194201999226232,-0.33402734477242674,-0.5113039458168535,1.241814636216421
-0.7950630090736767,-0.6046580948241871,-0.6750369993707002,-0.7300473966528237,1.1477706360448394,1.040365679990214,0.6352287721753993,-0.33402734477242674,1.9557838506456484,-0.8052731630276276
1.4742485697967591,0.3669149231974831,0.9978905730605392,-1.0236100053647634,-0.43944830502343196,-1.1905785499041328,-0.5720537950869751,-0.33402734477242674,-0.5113039458168535,1.241814636216421
1.3844361702235861,0.6349516597195585,0.9978905730605392,-0.6811202952008337,0.6992087613951105,0.07038992786223706,-0.7932353341274101,2.993766874629085,-0.5113039458168535,-0.8052731630276276
